year,age,sex,strata,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
3,67,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,67,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,67,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,67,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,67,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,67,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,67,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,67,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,67,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,67,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,67,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,67,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,67,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,67,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,67,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,67,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,67,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,67,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,72,male,non-maori,0,0,0,0,0,0
1,72,male,non-maori,0,0,0,0,0,0
2,72,male,non-maori,0,0,0,0,0,0
3,72,male,non-maori,0,0,0,0,0,0
4,72,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,72,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,72,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,72,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,72,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,72,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,72,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,72,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,72,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,72,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,72,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,72,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,72,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,72,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,72,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,72,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,72,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,72,male,maori,0,0,0,0,0,0
1,72,male,maori,0,0,0,0,0,0
2,72,male,maori,0,0,0,0,0,0
3,72,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,72,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,72,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,72,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,72,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,72,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,72,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,72,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,72,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,72,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,72,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,72,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,72,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,72,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,72,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,72,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,72,male,maori,0,0,0,0,0,0
20,72,male,maori,0,0,0,0,0,0
0,72,female,non-maori,0,0,0,0,0,0
1,72,female,non-maori,0,0,0,0,0,0
2,72,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,72,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,72,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,72,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,72,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,72,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,72,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,72,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,72,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,72,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,72,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,72,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,72,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,72,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,72,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,72,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,72,female,non-maori,0,0,0,0,0,0
19,72,female,non-maori,0,0,0,0,0,0
20,72,female,non-maori,0,0,0,0,0,0
0,72,female,maori,0,0,0,0,0,0
1,72,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,72,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,72,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,72,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,72,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,72,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,72,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,72,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,72,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,72,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,72,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,72,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,72,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,72,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,72,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,72,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,72,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,72,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,72,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,72,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,77,male,non-maori,0,0,0,0,0,0
1,77,male,non-maori,0,0,0,0,0,0
2,77,male,non-maori,0,0,0,0,0,0
3,77,male,non-maori,0,0,0,0,0,0
4,77,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,77,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,77,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,77,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,77,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,77,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,77,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,77,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,77,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,77,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,77,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,77,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,77,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,77,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,77,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,77,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,77,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,77,male,maori,0,0,0,0,0,0
1,77,male,maori,0,0,0,0,0,0
2,77,male,maori,0,0,0,0,0,0
3,77,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,77,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,77,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,77,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,77,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,77,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,77,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,77,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,77,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,77,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,77,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,77,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,77,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,77,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,77,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,77,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,77,male,maori,0,0,0,0,0,0
20,77,male,maori,0,0,0,0,0,0
0,77,female,non-maori,0,0,0,0,0,0
1,77,female,non-maori,0,0,0,0,0,0
2,77,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,77,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,77,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,77,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,77,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,77,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,77,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,77,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,77,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,77,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,77,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,77,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,77,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,77,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,77,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,77,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,77,female,non-maori,0,0,0,0,0,0
19,77,female,non-maori,0,0,0,0,0,0
20,77,female,non-maori,0,0,0,0,0,0
0,77,female,maori,0,0,0,0,0,0
1,77,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,77,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,77,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,77,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,77,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,77,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,77,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,77,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,77,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,77,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,77,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,77,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,77,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,77,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,77,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,77,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,77,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,77,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,77,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,77,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,82,male,non-maori,0,0,0,0,0,0
1,82,male,non-maori,0,0,0,0,0,0
2,82,male,non-maori,0,0,0,0,0,0
3,82,male,non-maori,0,0,0,0,0,0
4,82,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,82,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,82,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,82,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,82,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,82,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,82,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,82,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,82,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,82,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,82,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,82,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,82,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,82,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,82,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,82,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,82,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,82,male,maori,0,0,0,0,0,0
1,82,male,maori,0,0,0,0,0,0
2,82,male,maori,0,0,0,0,0,0
3,82,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,82,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,82,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,82,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,82,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,82,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,82,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,82,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,82,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,82,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,82,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,82,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,82,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,82,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,82,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,82,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,82,male,maori,0,0,0,0,0,0
20,82,male,maori,0,0,0,0,0,0
0,82,female,non-maori,0,0,0,0,0,0
1,82,female,non-maori,0,0,0,0,0,0
2,82,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,82,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,82,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,82,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,82,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,82,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,82,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,82,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,82,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,82,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,82,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,82,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,82,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,82,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,82,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,82,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,82,female,non-maori,0,0,0,0,0,0
19,82,female,non-maori,0,0,0,0,0,0
20,82,female,non-maori,0,0,0,0,0,0
0,82,female,maori,0,0,0,0,0,0
1,82,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,82,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,82,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,82,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,82,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,82,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,82,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,82,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,82,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,82,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,82,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,82,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,82,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,82,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,82,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,82,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,82,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,82,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,82,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,82,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,87,male,non-maori,0,0,0,0,0,0
1,87,male,non-maori,0,0,0,0,0,0
2,87,male,non-maori,0,0,0,0,0,0
3,87,male,non-maori,0,0,0,0,0,0
4,87,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,87,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,87,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,87,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,87,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,87,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,87,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,87,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,87,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,87,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,87,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,87,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,87,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,87,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,87,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,87,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,87,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,87,male,maori,0,0,0,0,0,0
1,87,male,maori,0,0,0,0,0,0
2,87,male,maori,0,0,0,0,0,0
3,87,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,87,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,87,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,87,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,87,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,87,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,87,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,87,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,87,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,87,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,87,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,87,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,87,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,87,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,87,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,87,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,87,male,maori,0,0,0,0,0,0
20,87,male,maori,0,0,0,0,0,0
0,87,female,non-maori,0,0,0,0,0,0
1,87,female,non-maori,0,0,0,0,0,0
2,87,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,87,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,87,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,87,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,87,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,87,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,87,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,87,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,87,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,87,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,87,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,87,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,87,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,87,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,87,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,87,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,87,female,non-maori,0,0,0,0,0,0
19,87,female,non-maori,0,0,0,0,0,0
20,87,female,non-maori,0,0,0,0,0,0
0,87,female,maori,0,0,0,0,0,0
1,87,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,87,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,87,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,87,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,87,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,87,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,87,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,87,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,87,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,87,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,87,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,87,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,87,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,87,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,87,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,87,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,87,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,87,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,87,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,87,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,92,male,non-maori,0,0,0,0,0,0
1,92,male,non-maori,0,0,0,0,0,0
2,92,male,non-maori,0,0,0,0,0,0
3,92,male,non-maori,0,0,0,0,0,0
4,92,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,92,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,92,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,92,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,92,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,92,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,92,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,92,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,92,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,92,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,92,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,92,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,92,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,92,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,92,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,92,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,92,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,92,male,maori,0,0,0,0,0,0
1,92,male,maori,0,0,0,0,0,0
2,92,male,maori,0,0,0,0,0,0
3,92,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,92,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,92,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,92,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,92,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,92,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,92,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,92,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,92,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,92,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,92,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,92,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,92,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,92,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,92,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,92,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,92,male,maori,0,0,0,0,0,0
20,92,male,maori,0,0,0,0,0,0
